-1.439949, -0.930613, 1.993597, 0.000000
-1.474300, -0.854266, 1.993597, 0.400777
-1.573287, -0.634263, 1.993597, 0.492122
-1.688290, -0.414374, 2.160160, 0.499311
-1.833608, -0.211112, 2.194276, 0.499940
-1.979567, -0.008159, 2.194276, 0.499995
-2.122613, 0.190744, 2.194276, 0.500000
-2.271498, 0.397766, 2.194276, 0.500000
-2.420384, 0.604789, 2.194276, 0.500000
-2.566349, 0.807751, 2.194276, 0.500000
-2.712315, 1.010714, 2.194276, 0.500000
-2.854192, 1.216427, 2.098359, 0.500000
-2.967409, 1.439275, 2.030947, 0.500000
-3.080650, 1.667751, 2.030947, 0.500000
-3.188028, 1.887943, 1.977788, 0.500000
-3.272907, 2.128327, 1.896124, 0.500000
-3.352812, 2.365214, 1.896124, 0.500000
-3.433276, 2.607172, 1.852467, 0.500000
-3.483576, 2.851937, 1.751799, 0.500000
-3.529480, 3.102771, 1.751799, 0.500000
-3.574484, 3.348687, 1.751799, 0.500000
-3.619488, 3.594603, 1.751799, 0.500000
-3.665392, 3.845437, 1.751799, 0.500000
-3.711296, 4.096272, 1.751799, 0.500000
-3.756299, 4.342188, 1.751799, 0.500000
-3.804765, 4.582251, 1.842965, 0.500000
-3.899806, 4.812846, 2.080513, 0.500000
-4.028565, 5.027131, 2.114668, 0.500000
-4.157928, 5.241059, 2.114668, 0.500000
-4.288625, 5.454149, 2.167827, 0.500000
-4.455157, 5.646585, 2.363515, 0.500000
-4.635679, 5.819434, 2.445179, 0.500000
-4.842002, 5.960151, 2.583855, 0.500000
-5.064731, 6.083598, 2.741535, 0.500000
-5.309278, 6.153629, 2.983835, 0.500000
-5.558501, 6.163350, -3.061802, 0.500000
-5.803013, 6.114150, -2.824254, 0.500000
-6.029081, 6.008794, -2.586706, 0.500000
-6.224008, 5.853197, -2.349157, 0.500000
-6.379409, 5.651808, -2.106858, 0.500000
-6.481951, 5.419014, -1.864559, 0.500000
-6.525642, 5.168418, -1.622259, 0.500000
-6.508866, 4.919570, -1.384711, 0.500000
-6.431936, 4.677105, -1.142412, 0.500000
-6.323849, 4.451680, -1.122510, 0.500000
-6.215494, 4.226382, -1.122510, 0.500000
-6.102804, 3.992073, -1.122510, 0.500000
-5.996616, 3.771281, -1.122510, 0.500000
-5.886093, 3.541477, -1.122510, 0.500000
-5.779422, 3.315408, -1.180419, 0.500000
-5.692525, 3.081005, -1.219325, 0.500000
-5.603012, 2.836900, -1.219325, 0.500000
-5.516943, 2.602183, -1.219325, 0.500000
-5.430873, 2.367466, -1.219325, 0.500000
-5.344803, 2.132749, -1.219325, 0.500000
-5.266741, 1.890269, -1.358001, 0.500000
-5.221629, 1.644379, -1.392156, 0.500000
-5.175917, 1.393513, -1.367503, 0.500000
-5.114644, 1.145996, -1.323847, 0.500000
-5.053532, 0.903581, -1.323847, 0.500000
-4.991198, 0.656317, -1.323847, 0.500000
-4.930086, 0.413901, -1.323847, 0.500000
-4.868974, 0.171486, -1.323847, 0.500000
-4.806640, -0.075778, -1.323847, 0.500000
-4.745528, -0.318194, -1.323847, 0.500000
-4.683194, -0.565458, -1.323847, 0.500000
-4.623305, -0.803025, -1.323847, 0.500000
-4.559748, -1.055137, -1.323847, 0.500000
-4.498636, -1.297553, -1.323847, 0.500000
-4.437524, -1.539969, -1.323847, 0.500000
-4.375190, -1.787233, -1.323847, 0.500000
-4.312856, -2.034497, -1.323847, 0.500000
-4.251744, -2.276912, -1.323847, 0.500000
-4.190633, -2.519328, -1.323847, 0.500000
-4.129521, -2.761744, -1.323847, 0.500000
-4.068409, -3.004159, -1.323847, 0.500000
-4.006075, -3.251423, -1.323847, 0.500000
-3.944963, -3.493839, -1.323847, 0.500000
-3.879546, -3.740243, -1.246933, 0.500000
-3.770044, -3.969845, -1.004634, 0.500000
-3.612260, -4.163004, -0.767085, 0.500000
-3.419239, -4.321695, -0.666417, 0.500000
-3.214984, -4.474099, -0.556247, 0.500000
-2.993804, -4.578185, -0.323449, 0.500000
-2.744615, -4.629295, -0.081150, 0.500000
-2.495379, -4.619913, 0.156398, 0.500000
-2.250737, -4.550214, 0.398698, 0.500000
-2.038008, -4.429795, 0.631495, 0.500000
-1.852343, -4.255911, 0.873794, 0.500000
-1.713822, -4.042558, 1.116094, 0.500000
-1.631604, -3.807086, 1.353642, 0.500000
-1.607089, -3.558879, 1.588063, 0.500000
-1.613772, -3.298965, 1.596840, 0.500000
-1.620282, -3.049050, 1.597082, 0.500000
-1.650858, -2.801383, 1.769670, 0.500000
-1.700249, -2.556310, 1.769670, 0.500000
-1.750629, -2.306337, 1.769670, 0.500000
