-2.044518, 1.196884, 0.149883, 0.000000
-2.027393, 1.199471, 0.149883, 0.237113
-1.828892, 1.229447, 0.149883, 0.476992
-1.585956, 1.266134, 0.149883, 0.497986
-1.339132, 1.303408, 0.149883, 0.499824
-1.087024, 1.341481, 0.149883, 0.499985
-0.839830, 1.378811, 0.149883, 0.499999
-0.592633, 1.416141, 0.149883, 0.500000
-0.345436, 1.453472, 0.149883, 0.500000
-0.093294, 1.491549, 0.149883, 0.500000
0.153903, 1.528880, 0.149883, 0.500000
0.401100, 1.566210, 0.149883, 0.500000
0.648297, 1.603541, 0.149883, 0.500000
0.900438, 1.641618, 0.149883, 0.500000
1.147635, 1.678949, 0.149883, 0.500000
1.394832, 1.716279, 0.149883, 0.500000
1.642029, 1.753610, 0.149883, 0.500000
1.894171, 1.791687, 0.149883, 0.500000
2.136424, 1.828271, 0.149883, 0.500000
2.388565, 1.866348, 0.149883, 0.500000
2.635762, 1.903678, 0.149883, 0.500000
2.887903, 1.941756, 0.149883, 0.500000
3.135100, 1.979086, 0.149883, 0.500000
3.382297, 2.016417, 0.149883, 0.500000
3.634438, 2.054494, 0.149883, 0.500000
3.881636, 2.091825, 0.149883, 0.500000
4.128833, 2.129155, 0.149883, 0.500000
4.376030, 2.166486, 0.149883, 0.500000
4.623436, 2.202255, 0.096724, 0.500000
4.877737, 2.196042, -0.145575, 0.500000
5.118485, 2.130875, -0.383124, 0.500000
5.337138, 2.010885, -0.620672, 0.500000
5.524675, 1.839021, -0.862971, 0.500000
5.663241, 1.631642, -1.100520, 0.500000
5.749116, 1.397479, -1.338068, 0.500000
5.777476, 1.149684, -1.575616, 0.500000
5.745517, 0.897323, -1.817916, 0.500000
5.656281, 0.664421, -2.055464, 0.500000
5.514745, 0.459057, -2.293012, 0.500000
5.324755, 0.289909, -2.535312, 0.500000
5.104398, 0.173078, -2.772860, 0.500000
4.862736, 0.111382, -3.010408, 0.500000
4.613197, 0.098346, -3.111077, 0.500000
4.358316, 0.090566, -3.111077, 0.500000
4.108432, 0.082938, -3.111077, 0.500000
3.858549, 0.075310, -3.111077, 0.500000
3.603667, 0.067530, -3.111077, 0.500000
3.358781, 0.060054, -3.111077, 0.500000
3.103900, 0.052274, -3.111077, 0.500000
2.854016, 0.044646, -3.111077, 0.500000
2.599135, 0.036866, -3.111077, 0.500000
2.354249, 0.029391, -3.111077, 0.500000
2.099368, 0.021599, -3.108893, 0.500000
1.852424, -0.013490, -2.882132, 0.500000
1.610181, -0.093001, -2.814721, 0.500000
1.373418, -0.173272, -2.814721, 0.500000
1.136655, -0.253542, -2.814721, 0.500000
0.899892, -0.333813, -2.814721, 0.500000
0.658394, -0.415689, -2.814721, 0.500000
0.421632, -0.495959, -2.814721, 0.500000
0.184869, -0.576230, -2.814721, 0.500000
-0.056629, -0.658106, -2.814721, 0.500000
-0.293392, -0.738376, -2.814721, 0.500000
-0.530155, -0.818647, -2.814721, 0.500000
-0.766918, -0.898918, -2.814721, 0.500000
-1.003681, -0.979188, -2.814721, 0.500000
-1.246614, -1.056349, -2.910638, 0.500000
-1.491439, -1.106928, -2.940042, 0.500000
-1.736379, -1.156975, -2.940042, 0.500000
-1.986217, -1.208023, -2.940042, 0.500000
-2.231156, -1.258070, -2.940042, 0.500000
-2.476095, -1.308118, -2.940042, 0.500000
-2.721035, -1.358165, -2.940042, 0.500000
-2.965974, -1.408212, -2.940042, 0.500000
-3.215812, -1.459260, -2.940042, 0.500000
-3.460752, -1.509307, -2.940042, 0.500000
-3.705691, -1.559355, -2.940042, 0.500000
-3.955529, -1.610403, -2.940042, 0.500000
-4.200468, -1.660450, -2.940042, 0.500000
-4.445408, -1.710497, -2.940042, 0.500000
-4.691577, -1.753023, -3.059714, 0.500000
-4.941141, -1.767729, -3.084367, 0.500000
-5.195852, -1.777425, 3.108086, 0.500000
-5.445658, -1.767581, 3.102003, 0.500000
